latitude,longitude,element,id,building,name,addr:street,name:en,tourism,addr:housenumber,addr:postcode,addr:block_number,addr:place,residential,building:levels,building:roof,building:structure,building:use,building:walls,addr:city,phone,amenity,addr:housename,addr:district,addr:province,addr:subdistrict,addr:neighbourhood,height,addr:full,description,religion,addr:unit,addr:suburb,house,landuse,shop,layer,noaddress,addr:block,smoking,cuisine,healthcare,delivery,mobile,not:name,opening_hours,takeaway,website,air_conditioning,branch,brand,brand:wikidata,brand:wikipedia,name:id,name:ja,operator,payment:cash,payment:credit_cards,payment:debit_cards,toilets,toilets:access,building:flats,alt_name,level,payment:contactless,payment:electronic_purses,payment:qr_code,wheelchair,official_name,natural,social_facility,social_facility:for,note,category,nearest_node,network_distance_m
-6.93540145,107.66148289652773,way,1509691127,terrace,,Jalan Kawaluyaan Indah V,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840192,7300.116924960766
-6.93548915,107.66145960347228,way,1509691128,terrace,,Jalan Kawaluyaan Indah V,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840192,7300.116924960766
-6.93557695,107.66143626306948,way,1509691129,terrace,,Jalan Kawaluyaan Indah V,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93566475,107.66141294652772,way,1509691130,terrace,,Jalan Kawaluyaan Indah V,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93575245,107.66138965347227,way,1509691131,terrace,,Jalan Kawaluyaan Indah V,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93584025,107.66136635000001,way,1509691132,terrace,,Jalan Kawaluyaan Indah V,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9359280000000005,107.66134305,way,1509691133,terrace,,Jalan Kawaluyaan Indah V,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93601575,107.66131974999999,way,1509691134,terrace,,Jalan Kawaluyaan Indah V,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93610355,107.66129644652773,way,1509691135,terrace,,Jalan Kawaluyaan Indah V,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840554,7136.956279683113
-6.935105050000001,107.66135651292613,way,1509691136,terrace,,Jalan Kawaluyaan Indah VI,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.9351930500000005,107.66133345,way,1509691137,terrace,,Jalan Kawaluyaan Indah VI,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.9352811,107.66131035000001,way,1509691138,terrace,,Jalan Kawaluyaan Indah VI,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840192,7300.116924960766
-6.93536915,107.66128728707386,way,1509691139,terrace,,Jalan Kawaluyaan Indah VI,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840192,7300.116924960766
-6.9354571499999995,107.66126421630074,way,1509691140,terrace,,Jalan Kawaluyaan Indah VI,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9355452500000006,107.66124114661073,way,1509691141,terrace,,Jalan Kawaluyaan Indah VI,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93563325,107.66121805,way,1509691142,terrace,,Jalan Kawaluyaan Indah VI,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9357213,107.66119498706016,way,1509691143,terrace,,Jalan Kawaluyaan Indah VI,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9358093499999995,107.66117191292614,way,1509691144,terrace,,Jalan Kawaluyaan Indah VI,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.935897349999999,107.66114885,way,1509691145,terrace,,Jalan Kawaluyaan Indah VI,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9359854,107.66112575,way,1509691146,terrace,,Jalan Kawaluyaan Indah VI,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93607345,107.66110268707386,way,1509691147,terrace,,Jalan Kawaluyaan Indah VI,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9361615,107.66107961293984,way,1509691148,terrace,,Jalan Kawaluyaan Indah VI,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9348297,107.66108135,way,1509691149,terrace,,Jalan Kawaluyaan Indah I,,,20,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.9349232,107.66105685,way,1509691150,terrace,,Jalan Kawaluyaan Indah VI,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.93549945,107.66090600000001,way,1509691156,terrace,,Jalan Kawaluyaan Indah VI,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.9355955,107.66088085000001,way,1509691157,terrace,,Jalan Kawaluyaan Indah VI,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.93569155,107.6608557,way,1509691158,terrace,,Jalan Kawaluyaan Indah VI,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840264,7125.57878687122
-6.934775849999999,107.66063753750001,way,1509691159,terrace,,Jalan Kawaluyaan Indah VIII,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.934851650000001,107.6606165625,way,1509691160,terrace,,Jalan Kawaluyaan Indah VIII,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.934927399999999,107.66059560345849,way,1509691161,terrace,,Jalan Kawaluyaan Indah VIII,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.935003200000001,107.66057463753299,way,1509691162,terrace,,Jalan Kawaluyaan Indah VIII,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.935079,107.66055366246702,way,1509691163,terrace,,Jalan Kawaluyaan Indah VIII,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.935154799999999,107.6605327,way,1509691164,terrace,,Jalan Kawaluyaan Indah VIII,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.935230600000001,107.6605117340745,way,1509691165,terrace,,Jalan Kawaluyaan Indah VIII,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.935306349999999,107.6604907625,way,1509691166,terrace,,Jalan Kawaluyaan Indah VIII,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.935382150000001,107.6604698,way,1509691167,terrace,,Jalan Kawaluyaan Indah VIII,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.93545795,107.66044880000001,way,1509691168,terrace,,Jalan Kawaluyaan Indah VIII,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.9347236,107.66093914999999,way,1509691169,terrace,,Jalan Kawaluyaan Indah VIII,,,22,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9347665,107.66092764999999,way,1509691170,terrace,,Jalan Kawaluyaan Indah VIII,,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9348308,107.6609104,way,1509691171,terrace,,Jalan Kawaluyaan Indah VIII,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9349165500000005,107.6608874347028,way,1509691172,terrace,,Jalan Kawaluyaan Indah VIII,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9350023,107.66086446936568,way,1509691173,terrace,,Jalan Kawaluyaan Indah VIII,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9350881,107.66084149590239,way,1509691174,terrace,,Jalan Kawaluyaan Indah VIII,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.93517385,107.6608185,way,1509691175,terrace,,Jalan Kawaluyaan Indah VIII,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,7691229149,7259.607721338723
-6.9352596,107.6607955,way,1509691176,terrace,,Jalan Kawaluyaan Indah VIII,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.93534535,107.6607725347028,way,1509691177,terrace,,Jalan Kawaluyaan Indah VIII,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.935431100000001,107.66074956936568,way,1509691178,terrace,,Jalan Kawaluyaan Indah VIII,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.9355169,107.66072659590239,way,1509691179,terrace,,Jalan Kawaluyaan Indah VIII,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840234,7177.813622520699
-6.934557,107.6605194,way,1509691180,terrace,,Jalan Kawaluyaan Indah I,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839809,7361.246795128142
-6.9346612499999996,107.66049188720237,way,1509691181,terrace,,Jalan Kawaluyaan Indah IX,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839809,7361.246795128142
-6.9347368,107.66047144999999,way,1509691182,terrace,,Jalan Kawaluyaan Indah IX,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839809,7361.246795128142
-6.93481235,107.66045105,way,1509691183,terrace,,Jalan Kawaluyaan Indah IX,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.93488795,107.66043065,way,1509691184,terrace,,Jalan Kawaluyaan Indah IX,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840092,7312.101257291482
-6.9349635,107.66041021278146,way,1509691185,terrace,,Jalan Kawaluyaan Indah IX,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93503905,107.66038978720238,way,1509691186,terrace,,Jalan Kawaluyaan Indah IX,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93511465,107.6603693465421,way,1509691187,terrace,,Jalan Kawaluyaan Indah IX,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93519015,107.6603489534579,way,1509691188,terrace,,Jalan Kawaluyaan Indah IX,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.935265749999999,107.66032855,way,1509691189,terrace,,Jalan Kawaluyaan Indah IX,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840224,7226.049114626273
-6.9353413,107.66030811278145,way,1509691190,terrace,,Jalan Kawaluyaan Indah IX,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840224,7226.049114626273
-6.935416849999999,107.6602877,way,1509691191,terrace,,Jalan Kawaluyaan Indah IX,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840224,7226.049114626273
-6.9354258,107.66002040294956,way,1509691192,terrace,,Jalan Kawaluyaan Indah IX,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840224,7226.049114626273
-6.9353516,107.66004064703586,way,1509691193,terrace,,Jalan Kawaluyaan Indah IX,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840224,7226.049114626273
-6.93527735,107.66006089999999,way,1509691194,terrace,,Jalan Kawaluyaan Indah IX,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9352031499999995,107.6600811,way,1509691195,terrace,,Jalan Kawaluyaan Indah IX,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9351289000000005,107.66010135296415,way,1509691196,terrace,,Jalan Kawaluyaan Indah IX,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9350547,107.6601216,way,1509691197,terrace,,Jalan Kawaluyaan Indah IX,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9349805,107.66014179705046,way,1509691198,terrace,,Jalan Kawaluyaan Indah IX,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93490625,107.66016205,way,1509691199,terrace,,Jalan Kawaluyaan Indah IX,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93538045,107.65984474711459,way,1509691200,terrace,,Jalan Kawaluyaan Indah VII,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.935306199999999,107.659865,way,1509691201,terrace,,Jalan Kawaluyaan Indah VII,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.935231999999999,107.65988525,way,1509691202,terrace,,Jalan Kawaluyaan Indah VII,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.935157800000001,107.65990545,way,1509691203,terrace,,Jalan Kawaluyaan Indah VII,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93508355,107.6599257,way,1509691204,terrace,,Jalan Kawaluyaan Indah VII,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.935009300000001,107.65994595,way,1509691205,terrace,,Jalan Kawaluyaan Indah VII,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.934935100000001,107.65996615,way,1509691206,terrace,,Jalan Kawaluyaan Indah VII,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9348609,107.65998640000001,way,1509691207,terrace,,Jalan Kawaluyaan Indah VII,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9356441,107.66039395,way,1509691208,house,,Jalan Kawaluyaan Indah VII,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840234,7177.813622520699
-6.93571405,107.66067268191264,way,1509691209,house,,Jalan Kawaluyaan Indah VII,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840234,7177.813622520699
-6.935505,107.65985889467004,way,1509691210,house,,Jalan Kawaluyaan Indah VII,,,10,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840217,7274.193564168926
-6.9355478999999995,107.66002650532997,way,1509691211,house,,Jalan Kawaluyaan Indah VII,,,8,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840224,7226.049114626273
-6.935526449999999,107.6599427,way,1509691212,house,,Jalan Kawaluyaan Indah VII,,,8,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840224,7226.049114626273
-6.93560585,107.66024475,way,1509691213,house,,Jalan Kawaluyaan Indah VII,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840224,7226.049114626273
-6.9354835,107.65977507950544,way,1509691214,house,,Jalan Kawaluyaan Indah VII,,,10,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1667840217,7274.193564168926
-6.93560755,107.65955612635912,way,1509691216,terrace,,Jalan Kawaluyaan Indah VII,,,33,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.93564535,107.65955182206184,way,1509691217,terrace,,Jalan Kawaluyaan Indah VII,,,33,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.93568305,107.65954804568918,way,1509691218,terrace,,Jalan Kawaluyaan Indah VII,,,33,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.9355554,107.65956615984994,way,1509691219,terrace,,Jalan Kawaluyaan Indah VII,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.93548705,107.65957928129137,way,1509691220,terrace,,Jalan Kawaluyaan Indah VII,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.93541905,107.65959193925828,way,1509691221,terrace,,Jalan Kawaluyaan Indah VII,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840217,7274.193564168926
-6.9353526,107.6596052,way,1509691222,terrace,,Jalan Kawaluyaan Indah VII,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,12119783063,7006.000636853789
-6.93528605,107.65962315,way,1509691223,terrace,,Jalan Kawaluyaan Indah VII,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,12119783063,7006.000636853789
-6.9352195000000005,107.65964109668766,way,1509691224,terrace,,Jalan Kawaluyaan Indah VII,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,12119783063,7006.000636853789
-6.9351529,107.6596590910567,way,1509691225,terrace,,Jalan Kawaluyaan Indah VII,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,12119783063,7006.000636853789
-6.93508635,107.65967701227478,way,1509691226,terrace,,Jalan Kawaluyaan Indah VII,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,12119783063,7006.000636853789
-6.935019799999999,107.65969498774436,way,1509691227,terrace,,Jalan Kawaluyaan Indah VII,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93460425,107.65969411025108,way,1509691229,terrace,,Jalan Kawaluyaan Indah X,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93457115,107.65963188974891,way,1509691230,terrace,,Jalan Kawaluyaan Indah X,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.934538,107.6595697,way,1509691231,terrace,,Jalan Kawaluyaan Indah X,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.9345049,107.65950751897306,way,1509691232,terrace,,Jalan Kawaluyaan Indah X,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667840184,7350.146347331563
-6.93447175,107.65944539129623,way,1509691233,terrace,,Jalan Kawaluyaan Indah X,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839634,7510.224484321019
-6.93443865,107.65938318974892,way,1509691234,terrace,,Jalan Kawaluyaan Indah X,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839634,7510.224484321019
-6.9344055,107.659321,way,1509691235,terrace,,Jalan Kawaluyaan Indah X,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839634,7510.224484321019
-6.934372400000001,107.65925881897306,way,1509691236,terrace,,Jalan Kawaluyaan Indah X,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839634,7510.224484321019
-6.93433925,107.65919669129624,way,1509691237,terrace,,Jalan Kawaluyaan Indah X,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=terrace,1667839634,7510.224484321019
